Feature_ID,Result,top_ref,identity,Domain,Phylum,Class,Order,Family,Genus
7ff67754284ca3e409782958ded5acdc,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
3b37960361533dd8cf2008401e37a660,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus
246363664a3631076df742ba9b6456ee,other,NA,NA,Bacteria,0,0,0,0,0
0e0eff7f8851ce92af180a7abb37cfa5,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium
a652b48d18812502d2ec61337dd42621,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured
6bd6b4a238e10f8f68577eed67baf407,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
28c35f34001b384a19b1bde9e6e52953,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
678aa3d09ef4b0a0d7d940a648f3bd70,other,NA,NA,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
cabfd3b68c176506b27efcb10628a524,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,0
a8b103b7d212323fac2fd6695b39d6dd,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
02eca5d65d713cd74a4b485da32acfd3,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
9fa05214b6b448ef3db1bf18de3d3ce6,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
25084ab9dc3d8c79cbf2eb8a693b9c6b,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum
6a6f95aba4924283173c260cc08f7bd1,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium
6996144c635dc8b010fe6931151124c3,other,NA,NA,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,0
31ecc63d3c13766dfcd6f2f6ec2198be,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,0
dd37f6d89a11f3d784b3772a4cf11942,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
92a5706a3bdb552ab8ac57b7ddfb0c93,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ec9c40e096796782e249948f784d812f,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
79b96fe505474e9cb73f3f1ae63ba149,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
88a41c13abb1d8bce86d6e89ea3e9a3d,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
9396f623cf686265ae57993537812067,other,NA,NA,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon
7215880ead2296db48e30187d0d456a5,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
12da9e3d775f04a6c5fc26439ac2911b,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,0
9620b1b0468ad048110f2c8d0f661a04,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
84f3ec48f24da85f1d1b43c561dbdbad,other,NA,NA,Bacteria,Cyanobacteria,Sericytochromatia,metagenome,metagenome,metagenome
0ba3cf976c64ceeb43f3797a476479f1,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
940fec5963dceb3d1c65b3bb142648a1,other,NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
79bbd9403f3567893926abf5ff009063,other,NA,NA,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured
f37ad364775ffbbdb48a232170b166e5,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella
e0cb97649622607a144a5b8d834d6d6f,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
b5bd13c5edede8b4f27f1fd87c6c5708,other,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
281edc7196bc57e84650c582d3aca16d,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter
cd65d76c7d2563be91bb3a2076e7b4f3,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
2c957cc055aaa4fc90b355023240196f,other,NA,NA,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,0
bd2c502c2b273f793568157ab2d18f7d,other,NA,NA,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
4876ac50102a095e09cd0215f133d75f,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
eb00a882a91f89e95fce0286255e3cbc,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
64589794146e6185d23681f70b4c15a9,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella
0021abb915f299ecf10e02b5e908750d,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,0
fc3e61121f091810c39aa9f10411ddab,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
7f609dcc960148fd54b9d4b5882731a9,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya
8633545dce2f09e4391fc6dcd56b0b0f,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter
95f46a83c0d5ee4a22d441a6a8bf86e5,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
8b9f3e83ed37739198d5debb55df1587,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
180bf9ccd938e7815477e21f7a10ceb7,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,0
b38d6275e52edd999dbcd7fa3dcf75ae,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,0
e25c2810019a8a6c19dcf790a1a68fd6,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium
32b1ec9f509a1db01a3a55822aa2ece5,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,0
334dd0a897d8d955285507d6592eea24,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
84748f6ee46f49b620eff77ef1fba4fb,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,0
e29016eac1d99974b89f87d08b4fda9e,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
2c2ad9ae35d741a7b4f98e53ed7eee54,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
33043493e1bdb5ac8dcb929886d8000f,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,0
04bec947375b27300183cd5960b94ab4,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
538d8959a0a455b3f5384114d1d2d2bd,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
c60220a7d21924dc902a28b2451af165,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,Gaiella sp. EBR4-RS1
cfa88965c65730a89c135262fd2483b5,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
6d584a644f4414bc9f7d0e6efa407b03,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
c04f20e035b498c28d15023bcefd821c,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
679514bd5e24abce46d9977bda035e39,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,GWF2-29-10,uncultured bacterium
7b5bde851e0dd9514b03927fb704992d,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia
f55e401e07bde5ba1618ee127b15ffbc,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
418b33945cc32626ab5c38a3a4d8499d,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
8620e550da5e1f14b0bad9e0d72d4f01,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
66b0a55c1cce29f62218eeee0165c85d,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,0
4ab4698db8cc582f6482135560d5ea29,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
bf6f1df3504c2895cf3d0b6281150c45,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
e35839bbf1cd70bfe29267bd8d4963b9,other,NA,NA,Bacteria,0,0,0,0,0
de45f7f4b7029ff094d862e325065542,other,NA,NA,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
c06b7326ad07805c0dfaf82ef48b91da,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058
37cf7a892dcb942194c492e1dd1bf872,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia
8815305496455d7b48488c905d2b30bf,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ec1abb533515bc90eb4cfe6446d8e004,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
49f89231c6738f25a85f2b73de5f2c54,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
4eed6d8ce3e57c0b27c2937aea2aed12,other,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13
ce0ec5d4230e47caef5256403eaca486,other,NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum
54f5d4583b6e96de883865fb21b4616d,other,NA,NA,Bacteria,0,0,0,0,0
341a9c744402430797f4143b9c6d21ac,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter
6cef65248bc976feb3a645a112ec6200,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
22420bd9b465679b1b2fddb21933f382,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges
4b142576f6c9028c251e6de525b753d9,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans
ae1998b2222592fdb0c92706ec5a5953,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Algoriella
2141333dabd0f092cbdbbbfce798a964,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
714365f456d248469d45c32c7e335358,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
cbdc2903ed42ea7b7b833c407d69c822,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0019dc853633ef403a07296d7cabc8ee,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7
40eb71e824163477f8e9aaff1ccdfcef,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
c5aa49399816dd091b8bb8fbe0fbf15c,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Alsobacter
5fcef6b6f6aac23489d4e72e4ffeff87,other,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
9fe048b73c5b3ffdd45cc13b68c6ffd2,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
1fb55383c9152b4aea163c9c26becbba,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
8def21213dc96aeba9880b80022fc4fa,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira
c6eb4cd48fa344c331ca4c6c249e6d67,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Muricoccus
7427b2286fc5faaf47c77bd572c42258,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
61825d75668fa0ebcb77f3634ec7af1c,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
e61172052898f9633f5bf8115d9e82b4,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia
c0313a230b3c18a3d5cea9bf207970a4,other,NA,NA,Bacteria,0,0,0,0,0
d5f4eb95ac4729b233421f02ecc2b7ad,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured Roseobacter sp.
1dec18c1f8131fa12010db8d5e35bbe1,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,0,0,0
91b2ab567f623e9495168076a00b27c6,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
44d0e76f0b6f728b774c6e2ebf6f6be7,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Procabacteriaceae,Procabacter
dc75f2270a305c56f4a7aa5883cb21e9,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,0
74a9df96f87ba6f3e7e80e06cb4b6e91,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
271e5e5459e653a56e27a0aae0ef53d3,other,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
9e8a1984e15660940e0d6fe6ee486979,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,0
43fe4b9d4f2f112249852ef01896e170,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured
345d2e3b821647c9a887c80a9efb6e55,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,0
d57064dc3360dbd04976d9fcd1f32507,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured
ce943971328fd4aedc724185b36a7f9c,other,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
f596a197fafd6195c3f99e2ca0e91f81,other,NA,NA,Bacteria,0,0,0,0,0
f81a544ed6050c313ab9c13db443a6dc,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
55e622c23f8e13a383b57dfc27b74327,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ffc7301bc0be56bec1576ab0d8f3a720,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
bf94334e148f2fe7310ba25b482f13a8,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
f7c573d10b531e19bcbfb4cecb08bb35,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
1da2e0f22eeb6e48504ce6ff725bc6f5,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
9d7cfa2c576c46a2b814c637eae5e515,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,uncultured
bfb0050f64329f544402365ef605277f,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured
22b14714e2fb8272a018219522e8e0eb,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax
9e05627483ea461d6e5cabfb3c2deba3,other,NA,NA,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila
7c29b83fb07aebb7f8f133b8ef48c4af,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
f616eb4d7ad9818777ebd1c748822757,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
159392270ec899a35522640c618ca355,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
1eb15192bfa0bbf39ece6194f83e02e0,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,0
ae007dff215f2257b52bb39aa55b9e11,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
dee22ae3816f4ab3e58a9d2835b7c57d,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
87fa65405c5bf1421226b2e80b057862,other,NA,NA,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
3ce919564d19b30bb8eef39b57937eb8,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured
daa926a56d17674c836c082d2834a73f,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
510a48195e88deeba90cf52078ef4ff1,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
13e4bf5ccc0136d5df5937c993a6791f,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
885040c4e06348559ebe3e9d1511d5b6,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
b2549f3915d5fb684a3c4db437979059,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
36128002d388202c8ed8b4cf959255b7,other,NA,NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
beb6b90a48b55752dcb2f5a273f53310,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
29ce68cf3b9a6d3c30728d163f35fae2,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ed40ab4488f26eba38f0ad6adf750489,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga
88e1e4fdc8f1a5b7867d0bb36f43d71a,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
6abaf04ef0ba2c6360a1a853f850aeae,other,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus
a666e70f6d962bf365eb8609250b94f9,other,NA,NA,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter
b664ddde72d06244b80056f19d24b3f6,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
9542afb295e09541c59124b3ed2e1744,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
1e92600bbea490bb67a9cc30744c7df5,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
f9fa513544a54e6bd44def528547aafd,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
3bee80080d069c722dc6a9abbd136c4d,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylopilaceae,uncultured
866f0c97aac73b71f7e9ba227738cba5,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ec2f0660da4ae0baa3081f5101fb822b,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ababf84e25a5ef576b956e7fc5432f2f,other,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
b72369383deb11904d27d1775cdde2af,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
7da45e5c101ee1c82b0194b5f2cfac59,other,NA,NA,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,0
4244b582f74ef5240e72a617354aef7d,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
591c88824bb478e865c3767bd34bbc85,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,0
eb23a6e72e01d4fbd7aa910fe5cce7c7,other,NA,NA,Bacteria,0,0,0,0,0
efa5f0963d612546970d074ecd23bb16,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,0
c8a333c11c0cb66b25e48669fca0c117,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter
9434b804f5187c13e835ebd8483dad0e,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides
c26ba79b2b36461262e7e33493b458fd,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured
65986e0c26a7bd1928ba405bfeb9c5da,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,0,0
4240b556e9dd30ac284b20f2ec654ad7,other,NA,NA,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
ab262016cb3849fef03a1d84ff410eed,other,NA,NA,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
919bb0d9a58de4c727005b8c475b833d,other,NA,NA,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured
45e99a1f4e20ab267fbb7d8ad55a627b,other,NA,NA,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium
a537859e9f6dddb0870339e10c79aa4c,other,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
3229c3a22b1cdf8ee7a2f926d3e97759,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,uncultured
1a566cad2cd593288c8259a61608d073,other,NA,NA,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
87aced2f2e7552bd64ca90495b4c73b9,other,NA,NA,Bacteria,0,0,0,0,0
0ab6ec1daad2f573b631d7b6ebe056e7,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
f4a4c234b5c73a75d844eb0398f3379c,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
324f0faf9f13aa0cec96c3d093fb286e,other,NA,NA,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
eb8b5f9c5f926016a973fbff4b75e688,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas
d75983bbb5ce0b5211c6ea4bf9de1146,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
a3b3f62d74695611fe718561c71b81b1,other,NA,NA,Bacteria,0,0,0,0,0
38ddf5c272ab082295141e3027946d96,other,NA,NA,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
0d53abc19da4694300101a757b92b0dc,other,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Verticia
2f5100cf904b3ac8a7eba91dfff71cf7,other,NA,NA,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
118904f94b0493f266a6d3cb0d68b1a8,other,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,0
bc806002037336811f5b28323bfb5516,other,NA,NA,Bacteria,0,0,0,0,0
